observation_date,DEXJPUS
2019-12-05,108.69
2019-12-06,108.66
2019-12-09,108.59
2019-12-10,108.73
2019-12-11,108.67
2019-12-12,109.16
2019-12-13,109.28
2019-12-16,109.64
2019-12-17,109.52
2019-12-18,109.58
2019-12-19,109.23
2019-12-20,109.45
2019-12-23,109.39
2019-12-24,109.38
2019-12-25,
2019-12-26,109.67
2019-12-27,109.47
2019-12-30,108.85
2019-12-31,108.67
2020-01-01,
2020-01-02,108.43
2020-01-03,107.94
2020-01-06,108.36
2020-01-07,108.53
2020-01-08,109.03
2020-01-09,109.47
2020-01-10,109.50
2020-01-13,109.93
2020-01-14,110.05
2020-01-15,109.94
2020-01-16,110.16
2020-01-17,110.16
2020-01-20,
2020-01-21,109.95
2020-01-22,109.93
2020-01-23,109.39
2020-01-24,109.31
2020-01-27,108.95
2020-01-28,109.17
2020-01-29,109.15
2020-01-30,108.75
2020-01-31,108.50
2020-02-03,108.59
2020-02-04,109.41
2020-02-05,109.74
2020-02-06,109.89
2020-02-07,109.81
2020-02-10,109.77
2020-02-11,109.78
2020-02-12,110.00
2020-02-13,109.81
2020-02-14,109.77
2020-02-17,
2020-02-18,109.80
2020-02-19,111.17
2020-02-20,111.86
2020-02-21,111.74
2020-02-24,110.56
2020-02-25,110.23
2020-02-26,110.36
2020-02-27,110.15
2020-02-28,108.12
2020-03-02,108.02
2020-03-03,107.28
2020-03-04,107.34
2020-03-05,106.56
2020-03-06,105.31
2020-03-09,102.52
2020-03-10,103.71
2020-03-11,104.81
2020-03-12,105.67
2020-03-13,107.15
2020-03-16,105.64
2020-03-17,107.41
2020-03-18,108.45
2020-03-19,110.08
2020-03-20,111.30
2020-03-23,111.36
2020-03-24,111.44
2020-03-25,111.43
2020-03-26,109.45
2020-03-27,108.16
2020-03-30,108.06
2020-03-31,107.53
2020-04-01,107.05
2020-04-02,107.85
2020-04-03,108.53
2020-04-06,109.11
2020-04-07,108.97
2020-04-08,108.70
2020-04-09,108.38
2020-04-10,108.39
2020-04-13,107.59
2020-04-14,107.08
2020-04-15,107.42
2020-04-16,107.72
2020-04-17,107.52
2020-04-20,107.69
2020-04-21,107.69
2020-04-22,107.81
2020-04-23,107.65
2020-04-24,107.44
2020-04-27,107.22
2020-04-28,106.83
2020-04-29,106.67
2020-04-30,106.94
2020-05-01,106.76
2020-05-04,106.82
2020-05-05,106.52
2020-05-06,106.07
2020-05-07,106.36
2020-05-08,106.50
2020-05-11,107.70
2020-05-12,107.33
2020-05-13,106.92
2020-05-14,107.09
2020-05-15,107.27
2020-05-18,107.25
2020-05-19,107.89
2020-05-20,107.46
2020-05-21,107.69
2020-05-22,107.50
2020-05-25,
2020-05-26,107.64
2020-05-27,107.79
2020-05-28,107.67
2020-05-29,107.77
2020-06-01,107.56
2020-06-02,108.60
2020-06-03,108.88
2020-06-04,109.00
2020-06-05,109.68
2020-06-08,108.46
2020-06-09,107.66
2020-06-10,107.25
2020-06-11,106.67
2020-06-12,107.36
2020-06-15,107.33
2020-06-16,107.35
2020-06-17,107.26
2020-06-18,106.78
2020-06-19,106.89
2020-06-22,106.84
2020-06-23,106.44
2020-06-24,106.83
2020-06-25,107.21
2020-06-26,107.19
2020-06-29,107.71
2020-06-30,107.77
2020-07-01,107.50
2020-07-02,107.55
2020-07-03,
2020-07-06,107.50
2020-07-07,107.53
2020-07-08,107.39
2020-07-09,107.27
2020-07-10,106.77
2020-07-13,107.22
2020-07-14,107.20
2020-07-15,106.92
2020-07-16,107.05
2020-07-17,107.06
2020-07-20,107.21
2020-07-21,106.82
2020-07-22,107.18
2020-07-23,106.83
2020-07-24,105.79
2020-07-27,105.29
2020-07-28,105.03
2020-07-29,105.06
2020-07-30,105.05
2020-07-31,105.78
2020-08-03,106.11
2020-08-04,105.87
2020-08-05,105.44
2020-08-06,105.52
2020-08-07,105.92
2020-08-10,105.85
2020-08-11,106.56
2020-08-12,106.85
2020-08-13,106.89
2020-08-14,106.49
2020-08-17,105.97
2020-08-18,105.41
2020-08-19,105.71
2020-08-20,105.81
2020-08-21,105.88
2020-08-24,105.90
2020-08-25,106.40
2020-08-26,106.13
2020-08-27,106.42
2020-08-28,105.30
2020-08-31,105.84
2020-09-01,106.00
2020-09-02,106.15
2020-09-03,106.14
2020-09-04,106.34
2020-09-07,
2020-09-08,105.97
2020-09-09,106.23
2020-09-10,106.19
2020-09-11,106.17
2020-09-14,105.68
2020-09-15,105.50
2020-09-16,104.94
2020-09-17,104.77
2020-09-18,104.44
2020-09-21,104.69
2020-09-22,105.05
2020-09-23,105.34
2020-09-24,105.42
2020-09-25,105.59
2020-09-28,105.50
2020-09-29,105.68
2020-09-30,105.58
2020-10-01,105.53
2020-10-02,105.36
2020-10-05,105.70
2020-10-06,105.64
2020-10-07,105.97
2020-10-08,105.98
2020-10-09,105.72
2020-10-12,
2020-10-13,105.55
2020-10-14,105.08
2020-10-15,105.38
2020-10-16,105.41
2020-10-19,105.42
2020-10-20,105.56
2020-10-21,104.58
2020-10-22,104.88
2020-10-23,104.78
2020-10-26,104.86
2020-10-27,104.44
2020-10-28,104.33
2020-10-29,104.69
2020-10-30,104.54
2020-11-02,104.80
2020-11-03,104.50
2020-11-04,104.39
2020-11-05,103.67
2020-11-06,103.32
2020-11-09,105.58
2020-11-10,105.36
2020-11-11,
2020-11-12,105.16
2020-11-13,104.61
2020-11-16,104.54
2020-11-17,104.20
2020-11-18,103.72
2020-11-19,103.85
2020-11-20,103.81
2020-11-23,104.42
2020-11-24,104.61
2020-11-25,104.39
2020-11-26,
2020-11-27,
2020-11-30,104.38
2020-12-01,104.40
2020-12-02,104.52
2020-12-03,103.77
2020-12-04,104.16
2020-12-07,104.01
2020-12-08,104.14
2020-12-09,104.28
2020-12-10,104.30
2020-12-11,103.88
2020-12-14,104.06
2020-12-15,103.69
2020-12-16,103.59
2020-12-17,103.13
2020-12-18,103.35
2020-12-21,103.44
2020-12-22,103.62
2020-12-23,103.52
2020-12-24,
2020-12-25,
2020-12-28,103.84
2020-12-29,103.50
2020-12-30,103.31
2020-12-31,103.19
2021-01-01,
2021-01-04,103.19
2021-01-05,102.70
2021-01-06,103.25
2021-01-07,103.84
2021-01-08,103.89
2021-01-11,104.16
2021-01-12,104.09
2021-01-13,103.91
2021-01-14,103.66
2021-01-15,103.80
2021-01-18,
2021-01-19,103.86
2021-01-20,
2021-01-21,103.57
2021-01-22,103.76
2021-01-25,103.78
2021-01-26,103.69
2021-01-27,104.09
2021-01-28,104.31
2021-01-29,104.64
2021-02-01,104.97
2021-02-02,105.09
2021-02-03,105.05
2021-02-04,105.43
2021-02-05,105.44
2021-02-08,105.19
2021-02-09,104.62
2021-02-10,104.67
2021-02-11,104.75
2021-02-12,104.94
2021-02-15,
2021-02-16,105.88
2021-02-17,105.83
2021-02-18,105.69
2021-02-19,105.58
2021-02-22,105.06
2021-02-23,105.21
2021-02-24,105.91
2021-02-25,106.22
2021-02-26,106.64
2021-03-01,106.68
2021-03-02,106.75
2021-03-03,106.92
2021-03-04,107.58
2021-03-05,108.24
2021-03-08,108.92
2021-03-09,108.64
2021-03-10,108.58
2021-03-11,108.44
2021-03-12,108.87
2021-03-15,109.11
2021-03-16,109.01
2021-03-17,109.22
2021-03-18,108.97
2021-03-19,108.85
2021-03-22,108.67
2021-03-23,108.61
2021-03-24,108.81
2021-03-25,109.13
2021-03-26,109.55
2021-03-29,109.73
2021-03-30,110.19
2021-03-31,110.61
2021-04-01,110.61
2021-04-02,110.67
2021-04-05,110.08
2021-04-06,109.83
2021-04-07,109.67
2021-04-08,109.25
2021-04-09,109.64
2021-04-12,109.43
2021-04-13,109.19
2021-04-14,108.93
2021-04-15,108.78
2021-04-16,108.78
2021-04-19,108.09
2021-04-20,108.07
2021-04-21,108.09
2021-04-22,108.17
2021-04-23,107.94
2021-04-26,108.12
2021-04-27,108.56
2021-04-28,108.81
2021-04-29,108.94
2021-04-30,109.33
2021-05-03,109.08
2021-05-04,109.34
2021-05-05,109.27
2021-05-06,109.17
2021-05-07,108.52
2021-05-10,108.70
2021-05-11,108.53
2021-05-12,109.53
2021-05-13,109.56
2021-05-14,109.37
2021-05-17,109.17
2021-05-18,109.01
2021-05-19,108.76
2021-05-20,108.79
2021-05-21,108.94
2021-05-24,108.81
2021-05-25,108.95
2021-05-26,109.10
2021-05-27,109.81
2021-05-28,109.83
2021-05-31,
2021-06-01,109.43
2021-06-02,109.59
2021-06-03,110.28
2021-06-04,109.42
2021-06-07,109.25
2021-06-08,109.47
2021-06-09,109.61
2021-06-10,109.49
2021-06-11,109.75
2021-06-14,109.98
2021-06-15,110.12
2021-06-16,109.88
2021-06-17,110.28
2021-06-18,110.21
2021-06-21,110.22
2021-06-22,110.75
2021-06-23,110.86
2021-06-24,110.91
2021-06-25,110.78
2021-06-28,110.50
2021-06-29,110.53
2021-06-30,111.05
2021-07-01,111.56
2021-07-02,111.28
2021-07-05,
2021-07-06,110.66
2021-07-07,110.62
2021-07-08,109.82
2021-07-09,110.18
2021-07-12,110.36
2021-07-13,110.36
2021-07-14,110.03
2021-07-15,110.05
2021-07-16,110.13
2021-07-19,109.45
2021-07-20,109.92
2021-07-21,110.22
2021-07-22,110.10
2021-07-23,110.52
2021-07-26,110.31
2021-07-27,109.64
2021-07-28,110.06
2021-07-29,109.53
2021-07-30,109.70
2021-08-02,109.22
2021-08-03,109.09
2021-08-04,109.44
2021-08-05,109.75
2021-08-06,110.22
2021-08-09,110.25
2021-08-10,110.54
2021-08-11,110.47
2021-08-12,110.36
2021-08-13,109.75
2021-08-16,109.26
2021-08-17,109.59
2021-08-18,109.92
2021-08-19,109.75
2021-08-20,109.77
2021-08-23,109.78
2021-08-24,109.68
2021-08-25,110.03
2021-08-26,110.09
2021-08-27,109.84
2021-08-30,109.91
2021-08-31,110.05
2021-09-01,110.03
2021-09-02,110.01
2021-09-03,109.64
2021-09-06,
2021-09-07,110.17
2021-09-08,110.32
2021-09-09,109.76
2021-09-10,109.93
2021-09-13,109.94
2021-09-14,109.66
2021-09-15,109.40
2021-09-16,109.67
2021-09-17,109.94
2021-09-20,109.47
2021-09-21,109.33
2021-09-22,109.59
2021-09-23,110.17
2021-09-24,110.72
2021-09-27,110.97
2021-09-28,111.33
2021-09-29,111.83
2021-09-30,111.50
2021-10-01,110.97
2021-10-04,110.94
2021-10-05,111.39
2021-10-06,111.33
2021-10-07,111.50
2021-10-08,112.15
2021-10-11,
2021-10-12,113.69
2021-10-13,113.49
2021-10-14,113.59
2021-10-15,114.31
2021-10-18,114.22
2021-10-19,114.27
2021-10-20,114.24
2021-10-21,113.75
2021-10-22,113.54
2021-10-25,113.70
2021-10-26,114.19
2021-10-27,113.75
2021-10-28,113.38
2021-10-29,114.03
2021-11-01,114.19
2021-11-02,113.78
2021-11-03,114.06
2021-11-04,113.63
2021-11-05,113.45
2021-11-08,113.15
2021-11-09,112.87
2021-11-10,113.89
2021-11-11,
2021-11-12,113.90
2021-11-15,113.96
2021-11-16,114.62
2021-11-17,114.33
2021-11-18,114.22
2021-11-19,113.81
2021-11-22,114.69
2021-11-23,114.98
2021-11-24,115.34
2021-11-25,
2021-11-26,113.46
2021-11-29,113.75
2021-11-30,113.22
2021-12-01,112.82
2021-12-02,113.10
2021-12-03,112.88
2021-12-06,113.31
2021-12-07,113.61
2021-12-08,113.83
2021-12-09,113.53
2021-12-10,113.36
2021-12-13,113.42
2021-12-14,113.63
2021-12-15,113.83
2021-12-16,113.67
2021-12-17,113.56
2021-12-20,113.45
2021-12-21,114.11
2021-12-22,114.22
2021-12-23,114.42
2021-12-24,
2021-12-27,114.85
2021-12-28,114.75
2021-12-29,114.97
2021-12-30,115.17
2021-12-31,
2022-01-03,115.27
2022-01-04,116.12
2022-01-05,115.91
2022-01-06,115.78
2022-01-07,115.61
2022-01-10,115.14
2022-01-11,115.38
2022-01-12,114.74
2022-01-13,114.06
2022-01-14,113.89
2022-01-17,
2022-01-18,114.60
2022-01-19,114.28
2022-01-20,114.08
2022-01-21,113.72
2022-01-24,113.82
2022-01-25,113.88
2022-01-26,114.33
2022-01-27,115.47
2022-01-28,115.21
2022-01-31,115.22
2022-02-01,114.77
2022-02-02,114.36
2022-02-03,114.88
2022-02-04,115.22
2022-02-07,115.09
2022-02-08,115.62
2022-02-09,115.44
2022-02-10,115.84
2022-02-11,115.91
2022-02-14,115.72
2022-02-15,115.64
2022-02-16,115.41
2022-02-17,115.03
2022-02-18,115.08
2022-02-21,
2022-02-22,114.94
2022-02-23,115.12
2022-02-24,115.45
2022-02-25,115.62
2022-02-28,115.11
2022-03-01,114.87
2022-03-02,115.59
2022-03-03,115.67
2022-03-04,114.65
2022-03-07,115.41
2022-03-08,115.64
2022-03-09,115.87
2022-03-10,116.05
2022-03-11,117.08
2022-03-14,118.00
2022-03-15,118.19
2022-03-16,118.48
2022-03-17,118.45
2022-03-18,119.17
2022-03-21,119.15
2022-03-22,120.66
2022-03-23,121.02
2022-03-24,122.08
2022-03-25,121.98
2022-03-28,123.25
2022-03-29,122.61
2022-03-30,121.97
2022-03-31,121.44
2022-04-01,122.60
2022-04-04,122.70
2022-04-05,123.48
2022-04-06,123.70
2022-04-07,123.80
2022-04-08,124.31
2022-04-11,125.55
2022-04-12,125.25
2022-04-13,125.51
2022-04-14,125.92
2022-04-15,126.31
2022-04-18,126.77
2022-04-19,128.55
2022-04-20,127.76
2022-04-21,128.62
2022-04-22,128.78
2022-04-25,127.66
2022-04-26,127.37
2022-04-27,128.44
2022-04-28,130.94
2022-04-29,129.84
2022-05-02,130.18
2022-05-03,130.09
2022-05-04,129.97
2022-05-05,130.41
2022-05-06,130.35
2022-05-09,130.37
2022-05-10,130.21
2022-05-11,130.20
2022-05-12,128.10
2022-05-13,129.23
2022-05-16,129.15
2022-05-17,129.31
2022-05-18,128.22
2022-05-19,127.62
2022-05-20,127.86
2022-05-23,127.78
2022-05-24,126.56
2022-05-25,127.31
2022-05-26,127.23
2022-05-27,127.14
2022-05-30,
2022-05-31,128.53
2022-06-01,130.09
2022-06-02,129.83
2022-06-03,130.71
2022-06-06,131.55
2022-06-07,132.53
2022-06-08,134.06
2022-06-09,134.06
2022-06-10,134.19
2022-06-13,134.12
2022-06-14,134.89
2022-06-15,134.50
2022-06-16,131.65
2022-06-17,135.14
2022-06-20,
2022-06-21,136.25
2022-06-22,136.05
2022-06-23,134.72
2022-06-24,135.22
2022-06-27,135.26
2022-06-28,136.19
2022-06-29,136.50
2022-06-30,135.69
2022-07-01,135.09
2022-07-04,
2022-07-05,135.72
2022-07-06,135.66
2022-07-07,135.99
2022-07-08,136.16
2022-07-11,137.29
2022-07-12,136.68
2022-07-13,137.34
2022-07-14,138.94
2022-07-15,138.57
2022-07-18,138.23
2022-07-19,137.94
2022-07-20,138.16
2022-07-21,137.94
2022-07-22,136.12
2022-07-25,136.72
2022-07-26,136.62
2022-07-27,137.31
2022-07-28,134.45
2022-07-29,133.25
2022-08-01,131.80
2022-08-02,132.32
2022-08-03,134.18
2022-08-04,133.28
2022-08-05,135.33
2022-08-08,134.73
2022-08-09,134.95
2022-08-10,132.58
2022-08-11,132.66
2022-08-12,133.57
2022-08-15,133.13
2022-08-16,134.38
2022-08-17,135.40
2022-08-18,135.29
2022-08-19,137.01
2022-08-22,137.57
2022-08-23,136.36
2022-08-24,136.92
2022-08-25,136.83
2022-08-26,137.07
2022-08-29,138.74
2022-08-30,138.73
2022-08-31,138.69
2022-09-01,139.93
2022-09-02,140.03
2022-09-05,
2022-09-06,142.95
2022-09-07,144.39
2022-09-08,144.05
2022-09-09,142.44
2022-09-12,142.41
2022-09-13,144.30
2022-09-14,142.93
2022-09-15,143.57
2022-09-16,143.04
2022-09-19,143.34
2022-09-20,143.64
2022-09-21,144.14
2022-09-22,142.16
2022-09-23,143.18
2022-09-26,144.45
2022-09-27,144.71
2022-09-28,144.15
2022-09-29,144.45
2022-09-30,144.71
2022-10-03,144.50
2022-10-04,144.32
2022-10-05,144.73
2022-10-06,144.94
2022-10-07,145.19
2022-10-10,
2022-10-11,145.55
2022-10-12,146.87
2022-10-13,147.15
2022-10-14,148.46
2022-10-17,148.71
2022-10-18,149.23
2022-10-19,149.77
2022-10-20,149.82
2022-10-21,146.35
2022-10-24,148.76
2022-10-25,147.85
2022-10-26,146.50
2022-10-27,146.02
2022-10-28,147.68
2022-10-31,148.63
2022-11-01,148.11
2022-11-02,147.11
2022-11-03,148.18
2022-11-04,147.22
2022-11-07,146.64
2022-11-08,145.38
2022-11-09,146.15
2022-11-10,141.78
2022-11-11,
2022-11-14,140.43
2022-11-15,139.36
2022-11-16,139.59
2022-11-17,140.45
2022-11-18,140.03
2022-11-21,141.95
2022-11-22,141.29
2022-11-23,139.76
2022-11-24,
2022-11-25,139.21
2022-11-28,138.67
2022-11-29,138.28
2022-11-30,139.31
2022-12-01,135.55
2022-12-02,134.89
2022-12-05,136.55
2022-12-06,136.67
2022-12-07,136.57
2022-12-08,136.45
2022-12-09,136.40
2022-12-12,137.47
2022-12-13,135.14
2022-12-14,134.95
2022-12-15,137.92
2022-12-16,136.55
2022-12-19,136.87
2022-12-20,131.08
2022-12-21,132.36
2022-12-22,132.34
2022-12-23,132.78
2022-12-26,
2022-12-27,133.43
2022-12-28,134.27
2022-12-29,133.16
2022-12-30,131.81
2023-01-02,
2023-01-03,130.83
2023-01-04,132.00
2023-01-05,133.57
2023-01-06,132.21
2023-01-09,131.58
2023-01-10,132.25
2023-01-11,132.58
2023-01-12,129.75
2023-01-13,127.85
2023-01-16,
2023-01-17,128.18
2023-01-18,128.45
2023-01-19,128.48
2023-01-20,129.97
2023-01-23,130.69
2023-01-24,130.07
2023-01-25,129.64
2023-01-26,130.40
2023-01-27,129.94
2023-01-30,130.34
2023-01-31,130.17
2023-02-01,129.27
2023-02-02,128.45
2023-02-03,131.07
2023-02-06,132.76
2023-02-07,131.37
2023-02-08,131.27
2023-02-09,130.98
2023-02-10,131.50
2023-02-13,132.71
2023-02-14,133.05
2023-02-15,134.22
2023-02-16,133.95
2023-02-17,134.21
2023-02-20,
2023-02-21,134.87
2023-02-22,134.77
2023-02-23,134.80
2023-02-24,136.36
2023-02-27,136.18
2023-02-28,136.09
2023-03-01,135.82
2023-03-02,136.84
2023-03-03,136.09
2023-03-06,135.93
2023-03-07,136.90
2023-03-08,137.18
2023-03-09,136.41
2023-03-10,135.05
2023-03-13,133.13
2023-03-14,134.33
2023-03-15,132.81
2023-03-16,133.01
2023-03-17,132.01
2023-03-20,131.59
2023-03-21,132.27
2023-03-22,132.67
2023-03-23,130.99
2023-03-24,130.64
2023-03-27,131.49
2023-03-28,130.97
2023-03-29,132.69
2023-03-30,132.71
2023-03-31,132.75
2023-04-03,132.35
2023-04-04,131.60
2023-04-05,131.11
2023-04-06,131.67
2023-04-07,132.11
2023-04-10,133.75
2023-04-11,133.63
2023-04-12,133.25
2023-04-13,132.37
2023-04-14,133.74
2023-04-17,134.51
2023-04-18,134.11
2023-04-19,134.79
2023-04-20,134.10
2023-04-21,134.28
2023-04-24,134.41
2023-04-25,133.96
2023-04-26,133.72
2023-04-27,134.04
2023-04-28,135.99
2023-05-01,137.35
2023-05-02,136.46
2023-05-03,135.31
2023-05-04,133.76
2023-05-05,134.85
2023-05-08,134.83
2023-05-09,135.15
2023-05-10,134.52
2023-05-11,134.46
2023-05-12,135.63
2023-05-15,136.07
2023-05-16,136.62
2023-05-17,137.51
2023-05-18,138.50
2023-05-19,137.67
2023-05-22,138.65
2023-05-23,138.74
2023-05-24,139.14
2023-05-25,139.81
2023-05-26,140.53
2023-05-29,
2023-05-30,139.83
2023-05-31,139.78
2023-06-01,138.74
2023-06-02,139.76
2023-06-05,139.64
2023-06-06,139.67
2023-06-07,139.98
2023-06-08,138.83
2023-06-09,139.35
2023-06-12,139.72
2023-06-13,140.00
2023-06-14,139.33
2023-06-15,140.49
2023-06-16,141.82
2023-06-19,
2023-06-20,141.46
2023-06-21,142.09
2023-06-22,142.89
2023-06-23,143.78
2023-06-26,143.55
2023-06-27,144.00
2023-06-28,144.23
2023-06-29,144.72
2023-06-30,144.47
2023-07-03,144.50
2023-07-04,
2023-07-05,144.56
2023-07-06,144.09
2023-07-07,142.21
2023-07-10,141.56
2023-07-11,140.51
2023-07-12,138.21
2023-07-13,138.14
2023-07-14,138.74
2023-07-17,138.92
2023-07-18,138.94
2023-07-19,139.76
2023-07-20,140.39
2023-07-21,141.75
2023-07-24,141.19
2023-07-25,140.91
2023-07-26,140.41
2023-07-27,141.03
2023-07-28,140.72
2023-07-31,142.18
2023-08-01,143.34
2023-08-02,143.21
2023-08-03,142.42
2023-08-04,141.79
2023-08-07,142.45
2023-08-08,143.17
2023-08-09,143.58
2023-08-10,144.40
2023-08-11,144.94
2023-08-14,145.30
2023-08-15,145.40
2023-08-16,145.81
2023-08-17,146.16
2023-08-18,145.15
2023-08-21,146.26
2023-08-22,145.79
2023-08-23,144.62
2023-08-24,145.75
2023-08-25,146.38
2023-08-28,146.40
2023-08-29,146.01
2023-08-30,145.94
2023-08-31,145.68
2023-09-01,146.20
2023-09-04,
2023-09-05,147.63
2023-09-06,147.65
2023-09-07,147.13
2023-09-08,147.70
2023-09-11,146.46
2023-09-12,147.12
2023-09-13,147.45
2023-09-14,147.17
2023-09-15,147.83
2023-09-18,147.63
2023-09-19,147.80
2023-09-20,147.74
2023-09-21,147.42
2023-09-22,148.24
2023-09-25,148.74
2023-09-26,148.90
2023-09-27,149.48
2023-09-28,149.18
2023-09-29,149.43
2023-10-02,149.80
2023-10-03,149.16
2023-10-04,148.83
2023-10-05,148.49
2023-10-06,149.08
2023-10-09,
2023-10-10,148.62
2023-10-11,149.17
2023-10-12,149.71
2023-10-13,149.62
2023-10-16,149.57
2023-10-17,149.71
2023-10-18,149.86
2023-10-19,149.92
2023-10-20,149.85
2023-10-23,149.78
2023-10-24,149.84
2023-10-25,149.94
2023-10-26,150.44
2023-10-27,149.60
2023-10-30,149.01
2023-10-31,151.46
2023-11-01,150.96
2023-11-02,150.48
2023-11-03,149.36
2023-11-06,149.77
2023-11-07,150.47
2023-11-08,150.77
2023-11-09,151.04
2023-11-10,
2023-11-13,151.56
2023-11-14,150.75
2023-11-15,151.07
2023-11-16,150.59
2023-11-17,149.82
2023-11-20,148.26
2023-11-21,147.88
2023-11-22,149.67
2023-11-23,
2023-11-24,149.57
2023-11-27,148.89
2023-11-28,147.41
2023-11-29,147.39
2023-11-30,147.87
2023-12-01,147.00
2023-12-04,147.15
2023-12-05,147.26
2023-12-06,147.16
2023-12-07,144.10
2023-12-08,144.88
2023-12-11,146.41
2023-12-12,145.45
2023-12-13,145.17
2023-12-14,141.53
2023-12-15,141.80
2023-12-18,143.04
2023-12-19,143.62
2023-12-20,143.77
2023-12-21,142.16
2023-12-22,142.60
2023-12-25,
2023-12-26,142.48
2023-12-27,142.05
2023-12-28,141.08
2023-12-29,140.92
2024-01-01,
2024-01-02,141.89
2024-01-03,143.55
2024-01-04,144.59
2024-01-05,144.52
2024-01-08,143.89
2024-01-09,144.35
2024-01-10,145.68
2024-01-11,146.03
2024-01-12,144.86
2024-01-15,
2024-01-16,147.01
2024-01-17,148.39
2024-01-18,148.15
2024-01-19,148.21
2024-01-22,147.95
2024-01-23,148.55
2024-01-24,147.31
2024-01-25,147.69
2024-01-26,147.94
2024-01-29,147.65
2024-01-30,147.71
2024-01-31,146.26
2024-02-01,146.18
2024-02-02,148.54
2024-02-05,148.79
2024-02-06,148.03
2024-02-07,148.04
2024-02-08,149.25
2024-02-09,149.38
2024-02-12,149.37
2024-02-13,150.72
2024-02-14,150.50
2024-02-15,150.19
2024-02-16,150.34
2024-02-19,
2024-02-20,149.87
2024-02-21,150.29
2024-02-22,150.62
2024-02-23,150.36
2024-02-26,150.79
2024-02-27,150.46
2024-02-28,150.68
2024-02-29,149.90
2024-03-01,150.20
2024-03-04,150.44
2024-03-05,150.14
2024-03-06,149.17
2024-03-07,148.08
2024-03-08,147.17
2024-03-11,146.86
2024-03-12,147.69
2024-03-13,147.73
2024-03-14,148.19
2024-03-15,149.14
2024-03-18,149.13
2024-03-19,150.73
2024-03-20,151.66
2024-03-21,151.59
2024-03-22,151.35
2024-03-25,151.42
2024-03-26,151.58
2024-03-27,151.35
2024-03-28,151.35
2024-03-29,151.22
2024-04-01,151.72
2024-04-02,151.55
2024-04-03,151.67
2024-04-04,151.66
2024-04-05,151.59
2024-04-08,151.78
2024-04-09,151.73
2024-04-10,152.90
2024-04-11,153.19
2024-04-12,153.12
2024-04-15,154.25
2024-04-16,154.57
2024-04-17,154.61
2024-04-18,154.61
2024-04-19,154.55
2024-04-22,154.77
2024-04-23,154.81
2024-04-24,155.11
2024-04-25,155.52
2024-04-26,157.62
2024-04-29,156.71
2024-04-30,157.54
2024-05-01,157.65
2024-05-02,153.77
2024-05-03,152.85
2024-05-06,153.85
2024-05-07,154.59
2024-05-08,155.42
2024-05-09,155.68
2024-05-10,155.85
2024-05-13,156.17
2024-05-14,156.50
2024-05-15,155.02
2024-05-16,155.25
2024-05-17,155.57
2024-05-20,156.09
2024-05-21,156.08
2024-05-22,156.49
2024-05-23,157.05
2024-05-24,156.90
2024-05-27,
2024-05-28,156.90
2024-05-29,157.62
2024-05-30,156.63
2024-05-31,157.19
2024-06-03,156.04
2024-06-04,154.87
2024-06-05,156.21
2024-06-06,155.98
2024-06-07,156.58
2024-06-10,156.93
2024-06-11,157.32
2024-06-12,155.88
2024-06-13,156.77
2024-06-14,157.28
2024-06-17,157.80
2024-06-18,157.81
2024-06-19,
2024-06-20,158.77
2024-06-21,159.45
2024-06-24,159.71
2024-06-25,159.68
2024-06-26,160.68
2024-06-27,160.70
2024-06-28,160.88
2024-07-01,161.55
2024-07-02,161.53
2024-07-03,161.48
2024-07-04,
2024-07-05,160.73
2024-07-08,160.77
2024-07-09,161.40
2024-07-10,161.73
2024-07-11,158.58
2024-07-12,157.88
2024-07-15,157.89
2024-07-16,158.57
2024-07-17,156.56
2024-07-18,156.97
2024-07-19,157.38
2024-07-22,157.08
2024-07-23,156.02
2024-07-24,153.39
2024-07-25,153.97
2024-07-26,153.86
2024-07-29,153.96
2024-07-30,153.72
2024-07-31,150.38
2024-08-01,150.06
2024-08-02,146.98
2024-08-05,143.95
2024-08-06,145.11
2024-08-07,147.42
2024-08-08,147.08
2024-08-09,146.49
2024-08-12,147.54
2024-08-13,146.97
2024-08-14,146.86
2024-08-15,148.91
2024-08-16,148.13
2024-08-19,146.42
2024-08-20,145.70
2024-08-21,145.19
2024-08-22,145.97
2024-08-23,144.86
2024-08-26,144.51
2024-08-27,144.26
2024-08-28,144.47
2024-08-29,144.98
2024-08-30,145.95
2024-09-02,
2024-09-03,145.82
2024-09-04,144.31
2024-09-05,143.43
2024-09-06,142.13
2024-09-09,142.92
2024-09-10,142.28
2024-09-11,141.72
2024-09-12,142.24
2024-09-13,140.66
2024-09-16,140.79
2024-09-17,141.77
2024-09-18,141.93
2024-09-19,142.88
2024-09-20,143.90
2024-09-23,143.59
2024-09-24,143.77
2024-09-25,144.41
2024-09-26,144.68
2024-09-27,142.60
2024-09-30,143.25
2024-10-01,143.66
2024-10-02,146.05
2024-10-03,146.82
2024-10-04,148.69
2024-10-07,148.13
2024-10-08,148.22
2024-10-09,149.20
2024-10-10,148.56
2024-10-11,149.12
2024-10-14,
2024-10-15,149.22
2024-10-16,149.71
2024-10-17,150.12
2024-10-18,149.58
2024-10-21,150.47
2024-10-22,151.11
2024-10-23,152.81
2024-10-24,151.87
2024-10-25,152.08
2024-10-28,153.21
2024-10-29,153.47
2024-10-30,153.15
2024-10-31,152.35
2024-11-01,152.94
2024-11-04,152.02
2024-11-05,151.96
2024-11-06,154.58
2024-11-07,153.13
